State,Industry,Series.ID,Month,Turnover
V,Household goods retailing,A3349643V,2024 Jan,1483.7
V,Household goods retailing,A3349643V,2024 Feb,1384.1
V,Other retailing,A3349350R,2023 Jan,1399.6
V,Other retailing,A3349350R,2023 Feb,1296.1
V,Other retailing,A3349350R,2023 Mar,1431.9
V,Other retailing,A3349350R,2023 Apr,1328.5
V,Other retailing,A3349350R,2023 May,1483.6
V,Other retailing,A3349350R,2023 Jun,1431.9
V,Other retailing,A3349350R,2023 Jul,1416
V,Other retailing,A3349350R,2023 Aug,1465.6
V,Other retailing,A3349350R,2023 Sep,1451.9
V,Other retailing,A3349350R,2023 Oct,1481.4
V,Other retailing,A3349350R,2023 Nov,1675
V,Other retailing,A3349350R,2023 Dec,1966.3
V,Other retailing,A3349350R,2024 Jan,1433.5
V,Other retailing,A3349350R,2024 Feb,1375.3
WA,"Cafes, restaurants and takeaway food services",A3349365F,2023 Jan,679.8
WA,"Cafes, restaurants and takeaway food services",A3349365F,2023 Feb,636.5
WA,"Cafes, restaurants and takeaway food services",A3349365F,2023 Mar,700
WA,"Cafes, restaurants and takeaway food services",A3349365F,2023 Apr,676.9
WA,"Cafes, restaurants and takeaway food services",A3349365F,2023 May,691.7
WA,"Cafes, restaurants and takeaway food services",A3349365F,2023 Jun,687.2
WA,"Cafes, restaurants and takeaway food services",A3349365F,2023 Jul,723.3
WA,"Cafes, restaurants and takeaway food services",A3349365F,2023 Aug,715.7
WA,"Cafes, restaurants and takeaway food services",A3349365F,2023 Sep,715.4
WA,"Cafes, restaurants and takeaway food services",A3349365F,2023 Oct,733.5
WA,"Cafes, restaurants and takeaway food services",A3349365F,2023 Nov,726
WA,"Cafes, restaurants and takeaway food services",A3349365F,2023 Dec,756.3
WA,"Cafes, restaurants and takeaway food services",A3349365F,2024 Jan,696.9
WA,"Cafes, restaurants and takeaway food services",A3349365F,2024 Feb,659.4
WA,"Clothing, footwear and personal accessory retailing",A3349825J,2023 Jan,212.3
WA,"Clothing, footwear and personal accessory retailing",A3349825J,2023 Feb,179.7
WA,"Clothing, footwear and personal accessory retailing",A3349825J,2023 Mar,204.6
WA,"Clothing, footwear and personal accessory retailing",A3349825J,2023 Apr,216.9
WA,"Clothing, footwear and personal accessory retailing",A3349825J,2023 May,226.5
WA,"Clothing, footwear and personal accessory retailing",A3349825J,2023 Jun,228.4
WA,"Clothing, footwear and personal accessory retailing",A3349825J,2023 Jul,218
WA,"Clothing, footwear and personal accessory retailing",A3349825J,2023 Aug,212.5
WA,"Clothing, footwear and personal accessory retailing",A3349825J,2023 Sep,218.4
WA,"Clothing, footwear and personal accessory retailing",A3349825J,2023 Oct,235.4
WA,"Clothing, footwear and personal accessory retailing",A3349825J,2023 Nov,275.9
WA,"Clothing, footwear and personal accessory retailing",A3349825J,2023 Dec,365.5
WA,"Clothing, footwear and personal accessory retailing",A3349825J,2024 Jan,214.4
WA,"Clothing, footwear and personal accessory retailing",A3349825J,2024 Feb,191.1
WA,Department stores,A3349434X,2023 Jan,192.9
WA,Department stores,A3349434X,2023 Feb,159.4
WA,Department stores,A3349434X,2023 Mar,194.7
WA,Department stores,A3349434X,2023 Apr,212.7
WA,Department stores,A3349434X,2023 May,204.5
WA,Department stores,A3349434X,2023 Jun,212.5
WA,Department stores,A3349434X,2023 Jul,206.2
WA,Department stores,A3349434X,2023 Aug,190.7
WA,Department stores,A3349434X,2023 Sep,203.7
WA,Department stores,A3349434X,2023 Oct,221.4
WA,Department stores,A3349434X,2023 Nov,276.7
WA,Department stores,A3349434X,2023 Dec,370.3
WA,Department stores,A3349434X,2024 Jan,191.5
WA,Department stores,A3349434X,2024 Feb,168.3
WA,Food retailing,A3349742A,2023 Jan,1538.5
WA,Food retailing,A3349742A,2023 Feb,1420.3
WA,Food retailing,A3349742A,2023 Mar,1573.9
WA,Food retailing,A3349742A,2023 Apr,1529.8
WA,Food retailing,A3349742A,2023 May,1532.3
WA,Food retailing,A3349742A,2023 Jun,1476.3
WA,Food retailing,A3349742A,2023 Jul,1537.7
WA,Food retailing,A3349742A,2023 Aug,1541.1
WA,Food retailing,A3349742A,2023 Sep,1548.8
WA,Food retailing,A3349742A,2023 Oct,1603.8
WA,Food retailing,A3349742A,2023 Nov,1611
WA,Food retailing,A3349742A,2023 Dec,1855.7
WA,Food retailing,A3349742A,2024 Jan,1577.9
WA,Food retailing,A3349742A,2024 Feb,1518.5
WA,Household goods retailing,A3349824F,2023 Jan,613.4
WA,Household goods retailing,A3349824F,2023 Feb,555.9
WA,Household goods retailing,A3349824F,2023 Mar,599.8
WA,Household goods retailing,A3349824F,2023 Apr,557.2
WA,Household goods retailing,A3349824F,2023 May,589.9
WA,Household goods retailing,A3349824F,2023 Jun,619.8
WA,Household goods retailing,A3349824F,2023 Jul,586
WA,Household goods retailing,A3349824F,2023 Aug,612.6
WA,Household goods retailing,A3349824F,2023 Sep,625.8
WA,Household goods retailing,A3349824F,2023 Oct,671.5
WA,Household goods retailing,A3349824F,2023 Nov,771.3
WA,Household goods retailing,A3349824F,2023 Dec,780.3
WA,Household goods retailing,A3349824F,2024 Jan,614.4
WA,Household goods retailing,A3349824F,2024 Feb,568.5
WA,Other retailing,A3349743C,2023 Jan,564
WA,Other retailing,A3349743C,2023 Feb,526.3
WA,Other retailing,A3349743C,2023 Mar,580.2
WA,Other retailing,A3349743C,2023 Apr,558.8
WA,Other retailing,A3349743C,2023 May,609.7
WA,Other retailing,A3349743C,2023 Jun,592.5
WA,Other retailing,A3349743C,2023 Jul,598.1
WA,Other retailing,A3349743C,2023 Aug,621.5
WA,Other retailing,A3349743C,2023 Sep,606.9
WA,Other retailing,A3349743C,2023 Oct,633
WA,Other retailing,A3349743C,2023 Nov,690.7
WA,Other retailing,A3349743C,2023 Dec,772.9
WA,Other retailing,A3349743C,2024 Jan,589.6
WA,Other retailing,A3349743C,2024 Feb,556.3
